standard_relation,standard_value,standard_units,standard_type,pchembl_value,data_validity_comment,potential_duplicate,assay_chembl_id,assay_type,description,canonical_smiles,molecule_chembl_id,target_chembl_id
=,7.1,nM,Ki,8.15,,0,CHEMBL3992827,B,Binding affinity to recombinant human carbonic anhydrase 2 after 15 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCNc2n[n+]([O-])c3ccccc3[n+]2[O-])cc1,CHEMBL4096322,CHEMBL205
=,7.1,nM,Ki,8.15,,0,CHEMBL4193589,B,Inhibition of human cytosolic carbonic anhydrase 2 by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C3/C(=O)Nc4ccc(F)cc43)S2)cc1,CHEMBL4213947,CHEMBL205
=,7.11,nM,Ki,8.15,,0,CHEMBL659853,B,In vitro binding to human erythrocyte carbonic anhydrase was determined by fluorescence competition assay employing the fluorescent CA inhibitor dansylamide,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,CHEMBL348573,CHEMBL205
=,7.2,nM,Ki,8.14,,0,CHEMBL1034441,B,Inhibition of human erythrocytes carbonic anhydrase 2 by CO2 hydration assay,NS(=O)(=O)c1ccc(CC/N=C/c2ccccc2F)cc1,CHEMBL549940,CHEMBL205
=,7.2,nM,Ki,8.14,,0,CHEMBL3368596,B,Inhibition of human CA2 by CO2 hydration activity based stopped flow assay,NS(=O)(=O)c1nonc1Oc1ccccc1,CHEMBL3309361,CHEMBL205
=,7.2,nM,Ki,8.14,,0,CHEMBL828905,B,Inhibitory constant against human Carbonic anhydrase II,CN1CCN(CC/N=C(\S)Nc2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)CC1,CHEMBL195509,CHEMBL205
=,7.2,nM,Ki,8.14,,0,CHEMBL907134,B,Inhibition of human cloned CA2 by CO2 hydration method,COC(=O)[C@H]1O[C@@H](n2cc(COC(=O)c3ccc(S(N)(=O)=O)cc3)nn2)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL216312,CHEMBL205
=,7.2,nM,Ki,8.14,,0,CHEMBL959278,B,Inhibition of human recombinant full length CA2 expressed in Escherichia coli BL21 (DE3) by stopped flow CO2 hydration assay,NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1,CHEMBL262628,CHEMBL205
=,7.22,nM,Ki,8.14,,0,CHEMBL4000258,B,Inhibition of human CA2 using para-nitrophenylacetate as substrate measured over 3 mins by UV-vis spectrophotometric method,CCOC(=O)[C@@H]1C[C@@H]1Cc1c(Br)c(Br)c(OC)c(OC)c1Br,CHEMBL4105642,CHEMBL205
=,7.28,nM,Ki,8.14,,0,CHEMBL4000258,B,Inhibition of human CA2 using para-nitrophenylacetate as substrate measured over 3 mins by UV-vis spectrophotometric method,COc1cc(C[C@@H]2C[C@H]2C(=O)O)c(Br)c(Br)c1OC,CHEMBL4082617,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL1959871,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,CC(=O)OC[C@H]1O[C@@H](NC(=S)NCCc2ccc(S(N)(=O)=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL1956745,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL1959871,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,CC(=O)OC[C@H]1O[C@@H](NC(=S)NCc2ccc(S(N)(=O)=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,CHEMBL1956752,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Cl)cc2)c(Cl)c1,CHEMBL2402774,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL3300909,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydrase assay,CCOC(=O)C1=C(N)N=C2c3c(-c4ccc(Br)cc4)cn(-c4ccc(S(N)(=O)=O)cc4)c3N=CN2N=C1,CHEMBL3298838,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL3382962,B,Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydrase assay method,NS(=O)(=O)c1ccc2nc(-n3cc(C(=O)O)c(-c4ccc(Cl)cc4)n3)sc2c1,CHEMBL3356266,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL3405432,B,Inhibition of human recombinant CA-2 after 15 mins by stopped-flow CO2 hydrase assay,CCCCOc1ccc(S(N)(=O)=O)cc1,CHEMBL1338403,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL3877023,B,Inhibition of recombinant human erythrocyte cytosolic carbonic anhydrase 2 by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(-c2nn3cc(-c4ccccc4)nc3s2)cc1,CHEMBL3885288,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL828777,B,Inhibitory activity against Carbonic anhydrase II,NS(=O)(=O)c1ccc(C(=O)NNC(=O)Nc2ccc(Br)cc2)cc1,CHEMBL369045,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL907134,B,Inhibition of human cloned CA2 by CO2 hydration method,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(COC(=O)c2ccc(S(N)(=O)=O)cc2)nn1,CHEMBL217303,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL907134,B,Inhibition of human cloned CA2 by CO2 hydration method,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@H](OC(C)=O)CO[C@H]1n1cc(COC(=O)c2ccc(S(N)(=O)=O)cc2)nn1,CHEMBL217359,CHEMBL205
=,7.3,nM,Ki,8.14,,0,CHEMBL907134,B,Inhibition of human cloned CA2 by CO2 hydration method,NS(=O)(=O)c1ccc(C(=O)OCc2cn([C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)nn2)cc1,CHEMBL217288,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL1959871,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(C(=O)NNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,CHEMBL1956774,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL3707594,B,"Inhibition Assay: The inhibition constants (K) the compounds for four CA isozymes, CA I, II, IX and XII were determined. An Applied Photophysics (Oxford, UK) stopped-flow instrument has been used for assaying the CA-catalyzed CO2 hydration activity (Khalifah, 1971). Phenol red (at a concentration of 0.2 mM) has been used as indicator, working at the absorbance maximum of 557 nm, with 10 mM Hepes (pH 7.5) as buffer, 0.1 M Na2SO (for maintaining constant the ionic strength), following the CA-catalyzed CO2 hydration reaction for a period of 10-100 s. The CO2 concentrations ranged from 1.7 to 17 mM for the determination of the kinetic parameters and inhibition constants. For each inhibitor at least six traces of the initial 5-10% of the reaction have been used for determining the initial velocity. The uncatalyzed rates were determined in the same manner and subtracted from the total observed rates. Stock solutions of inhibitor (1 mM) were prepared in distilled-deionized water with 10-20% (v/v) DMSO.",Cc1ncc([N+](=O)[O-])n1CCNC(=S)NCc1ccc(S(N)(=O)=O)cc1,CHEMBL3087320,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL3756217,B,Inhibition of recombinant human carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydration assay,COc1ccc2c(c1)SCc1cn(-c3ccc(S(N)(=O)=O)cc3)nc1-2,CHEMBL3751874,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL4047055,B,Inhibition of human recombinant carbonic anhydrase-2 preincubated for 10 mins by stopped-flow CO2 hydration assay,CC(C)Oc1ccc(/C=C/C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL4072219,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL4047055,B,Inhibition of human recombinant carbonic anhydrase-2 preincubated for 10 mins by stopped-flow CO2 hydration assay,COc1ccc(/C=C/C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL4097494,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL4136600,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins by stopped flow CO2 hydrase assay,NS(=O)(=O)c1ccc([Se]C2CCCCC2O)cc1,CHEMBL4172182,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL4189834,B,Inhibition of recombinant human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydrase assay,CC(C)Cc1ccc(C(C)C(=O)NCCOc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL4211024,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL658057,B,Compound was evaluated for the inhibition of dansylamide at human carbonic anhydrase II,CC(C)CNCc1cc2cc(S(N)(=O)=O)oc2s1,CHEMBL105713,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL881702,B,Inhibitory activity against human cloned Carbonic anhydrase II by the CO2 hydration method,NS(=O)(=O)c1ccc2c(c1)C=CS2(=O)=O,CHEMBL195035,CHEMBL205
=,7.4,nM,Ki,8.13,,0,CHEMBL907134,B,Inhibition of human cloned CA2 by CO2 hydration method,NS(=O)(=O)c1ccc(C(=O)NCc2cn([C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)nn2)cc1,CHEMBL386416,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL1959871,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(NC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,CHEMBL1956767,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL2339500,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,COc1cc(/C=C(\C#N)C(=O)Nc2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,CHEMBL2337132,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL3767105,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,COc1cccc2c(=O)n(-c3ccc(S(N)(=O)=O)cc3)c(S)nc12,CHEMBL3763255,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL3767105,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-n2c(S)nc3c(I)cccc3c2=O)cc1,CHEMBL3765033,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL3767220,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow carbon dioxide hydrase assay,NS(=O)(=O)c1ccc(NC(=O)c2ccc(/N=C3\C(=O)Nc4ccc(Br)cc43)cc2)cc1,CHEMBL3765057,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL4152968,B,Inhibition of human cytosolic carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,CS(=O)(=O)N1CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)[C@H](Cc2ccccc2)C1,CHEMBL4172413,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL4189834,B,Inhibition of recombinant human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydrase assay,CC1=C(CC(=O)NCCOc2ccc(S(N)(=O)=O)cc2)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,CHEMBL4215319,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL828782,B,Binding affinity towards human cloned carbonic anhydrase II,NS(=O)(=O)c1ccc2c(c1)CC(NC(=O)c1ccc(Cl)cc1)C2,CHEMBL364127,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL859952,B,Inhibition of human CA2,CCCCC(=O)NC1Cc2ccc(S(N)(=O)=O)cc2C1,CHEMBL208531,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL881702,B,Inhibitory activity against human cloned Carbonic anhydrase II by the CO2 hydration method,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)C=C2,CHEMBL195946,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL907134,B,Inhibition of human cloned CA2 by CO2 hydration method,CC(=O)OC[C@H]1O[C@H](O[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](n3cc(CNC(=O)c4ccc(S(N)(=O)=O)cc4)nn3)O[C@@H]2COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL215105,CHEMBL205
=,7.5,nM,Ki,8.12,,0,CHEMBL951056,B,Inhibition of human cloned CA2 by CO2 hydration method,NS(=O)(=O)c1ccc(-c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)nn2)cc1,CHEMBL411092,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL1034441,B,Inhibition of human erythrocytes carbonic anhydrase 2 by CO2 hydration assay,NS(=O)(=O)c1ccc(CCNCc2ccc(S(=O)(=O)O)o2)cc1,CHEMBL550892,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL1112520,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,CHEMBL1089372,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL1837601,B,Inhibition of human recombinant CA2 by CO2 hydration based stopped flow assay,NS(=O)(=O)c1ccc(-n2cc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)cc1,CHEMBL498757,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL1959871,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](NC(=S)Nc3ccc(S(N)(=O)=O)cc3)O[C@@H]2COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CHEMBL1956755,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL2410990,B,Inhibition of human cytosolic carbonic anhydrase 2 after 6 hrs by stopped flow CO2 hydrase assay,O=S1(=O)CCc2ccc(O)cc2O1,CHEMBL2407306,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL3405432,B,Inhibition of human recombinant CA-2 after 15 mins by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1nc2ccc(OCc3ccccc3)cc2s1,CHEMBL3402971,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL3424940,B,Inhibition of recombinant human cytosolic form of carbonic anhydrase-2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCNCc2cc(Br)ccc2O)cc1,CHEMBL3423263,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL3756217,B,Inhibition of recombinant human carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydration assay,Cc1ccc2c(c1)NCc1cn(-c3ccc(S(N)(=O)=O)cc3)nc1-2,CHEMBL3752602,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL3815701,B,Inhibition of human carbonic anhydrase 2 preincubated for 6 hrs at 4 degC measured for 10 to 100 secs by stopped-flow carbon dioxide hydration assay,N#Cc1c(-c2ccc(Cl)cc2)nc(SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)[nH]c1=O,CHEMBL2382337,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL3876600,B,Inhibition of human recombinant carbonic anhydrase-2 using CO2 as substrate preincubated for 10 mins by stopped-flow CO2 hydrase assay,COc1cc(OC)c([C@H]2[C@H](c3cccs3)C(=O)N2c2ccc(S(N)(=O)=O)cc2)cc1OC,CHEMBL3884126,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL4149852,B,Inhibition of human carbonic anhydrase 2 after 15 mins by stopped flow carbon dioxide hydration assay,CC#CC[Se]c1ccc(S(N)(=O)=O)cc1,CHEMBL4161324,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL4152968,B,Inhibition of human cytosolic carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,CC(=O)N1CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)C[C@@H]1Cc1ccccc1,CHEMBL4166970,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL4152968,B,Inhibition of human cytosolic carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,CN1CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)[C@H](Cc2ccccc2)C1,CHEMBL4171956,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL4152968,B,Inhibition of human cytosolic carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3)C[C@H]2Cc2ccccc2)cc1,CHEMBL4175825,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL907134,B,Inhibition of human cloned CA2 by CO2 hydration method,COC(=O)[C@H]1O[C@@H](n2cc(CNC(=O)c3ccc(S(N)(=O)=O)cc3)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL216563,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL919951,B,Inhibition of human recombinant isozyme CA2 by CO2 hydration method,NS(=O)(=O)c1ccc(-n2cc(CO[C@@H]3O[C@H](COCc4ccccc4)[C@@H](OCc4ccccc4)[C@H]3OCc3ccccc3)nn2)cc1,CHEMBL220992,CHEMBL205
=,7.6,nM,Ki,8.12,,0,CHEMBL951056,B,Inhibition of human cloned CA2 by CO2 hydration method,NS(=O)(=O)c1ccc(-c2cn([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)nn2)cc1,CHEMBL259682,CHEMBL205
=,7.62,nM,Ki,8.12,,0,CHEMBL4000258,B,Inhibition of human CA2 using para-nitrophenylacetate as substrate measured over 3 mins by UV-vis spectrophotometric method,CCOC(=O)[C@@H]1C[C@H]1Cc1c(Br)c(Br)c(OC)c(OC)c1Br,CHEMBL4064334,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL2415553,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-c2cn(-c3cccc(Br)c3)nn2)s1,CHEMBL2414069,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL3614553,B,Inhibition of human recombinant full length carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(C(=O)N2CCc3ccccc3C2)cc1,CHEMBL3613780,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL3767105,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-n2c(S)nc3c(F)cccc3c2=O)cc1,CHEMBL3765739,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL3767105,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-n2c(S)nc3ccc(Br)cc3c2=O)cc1,CHEMBL3765404,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL3767220,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow carbon dioxide hydrase assay,NS(=O)(=O)c1ccc(NC(=O)c2ccc(/N=C3\C(=O)Nc4ccc(F)cc43)cc2)cc1,CHEMBL3763581,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL3993915,B,Inhibition of human recombinant carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped-flow CO2 hydration assay,CN1C(=O)/C(=N\CCc2ccc(S(N)(=O)=O)cc2)c2cc(Cl)ccc21,CHEMBL4095939,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL4152968,B,Inhibition of human cytosolic carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,CC(=O)N1CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](Cc2ccccc2)C1,CHEMBL4169677,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL4275749,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,COc1ccc([Se]Cc2cnc(-c3ccc(S(N)(=O)=O)cc3)[se]2)cc1,CHEMBL4292479,CHEMBL205
=,7.7,nM,Ki,8.11,,0,CHEMBL976459,B,Inhibition of human cloned CA2 by CO2 hydration assay,Cc1ccccc1-c1cn(-c2ccc(S(N)(=O)=O)cc2)nn1,CHEMBL445517,CHEMBL205
=,7.76,nM,Ki,8.11,,0,CHEMBL4000258,B,Inhibition of human CA2 using para-nitrophenylacetate as substrate measured over 3 mins by UV-vis spectrophotometric method,COc1cc(Br)c(C[C@H]2C[C@H]2C(=O)O)cc1OC,CHEMBL4092055,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL1112520,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CHEMBL1089371,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL1112520,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CNS(=O)(=O)[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,CHEMBL1092374,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL1837601,B,Inhibition of human recombinant CA2 by CO2 hydration based stopped flow assay,NS(=O)(=O)c1ccc(-n2cc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)nn2)cc1,CHEMBL484530,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL1959871,B,Inhibition of human cloned carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,CC(=O)OC[C@H]1O[C@@H](NC(=S)NCc2ccc(S(N)(=O)=O)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL1956744,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL3107031,B,Inhibition of human CA2 cytosolic isoform after 15 mins by stopped-flow CO2 hydration assay,Cc1cc(S(=O)(=O)NC(=N)Nc2nnc(S(N)(=O)=O)s2)c(SCc2ccc(C(F)(F)F)cc2)cc1Cl,CHEMBL3104060,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL3387073,B,Inhibition of human carbonic anhydrase 2 by stopped-flow CO2 hydrase assay,Cc1ccc2c(c1)C(=O)N(c1ccc(S(N)(=O)=O)cc1)C2=O,CHEMBL2377788,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL3405432,B,Inhibition of human recombinant CA-2 after 15 mins by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1ccc(OCCc2ccccc2)cc1,CHEMBL3402967,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL3635733,B,Inhibition of human carbonic anhydrase-2 assessed as CO2 hydration activity by stopped-flow method,COC(=O)c1ccc(C(=O)c2ccc(-c3ccc(S(N)(=O)=O)cc3)cc2)cc1,CHEMBL3632835,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL4189834,B,Inhibition of recombinant human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydrase assay,CC(C(=O)NCCc1ccc(S(N)(=O)=O)cc1)c1ccc(-c2ccccc2)c(F)c1,CHEMBL4203913,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL4189834,B,Inhibition of recombinant human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydrase assay,COc1ccc2cc(C(C)C(=O)NCCOc3ccc(S(N)(=O)=O)cc3)ccc2c1,CHEMBL4218254,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL827383,B,Inhibition constant against human carbonic anhydrase II,Cc1ccc2occ(CNCCc3ccc(S(N)(=O)=O)cc3)c(=O)c2c1.Cc1ccc2occ(CNCCc3ccc(S(N)(=O)=O)cc3)c(=O)c2c1.Cl.Cl.[Zn+2],CHEMBL3038242,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL919951,B,Inhibition of human recombinant isozyme CA2 by CO2 hydration method,CC(=O)OC[C@H]1O[C@H](O[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OCc3cn(-c4ccc(S(N)(=O)=O)cc4)nn3)O[C@@H]2COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL2113265,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL938998,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,Cc1cccc(-c2c(C(=O)N[n+]3c(C)cc(C)cc3C)[nH]c3ccc(S(N)(=O)=O)cc23)c1.[O-][Cl+3]([O-])([O-])[O-],CHEMBL468945,CHEMBL205
=,7.8,nM,Ki,8.11,,0,CHEMBL976160,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-n2cc(C[S+]([O-])[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)cc1,CHEMBL525195,CHEMBL205
=,7.81,nM,Ki,8.11,,0,CHEMBL4000258,B,Inhibition of human CA2 using para-nitrophenylacetate as substrate measured over 3 mins by UV-vis spectrophotometric method,CCOC(=O)[C@@H]1C[C@@H]1Cc1c(Br)cc(OC)c(OC)c1Br,CHEMBL4065358,CHEMBL205
=,7.9,nM,Ki,8.1,,0,CHEMBL2339500,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CC(=O)C1=NN(c2ccccc2)/C(=C(\C#N)C(=O)Nc2ccc(S(N)(=O)=O)cc2)S1,CHEMBL2337539,CHEMBL205
=,7.9,nM,Ki,8.1,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1,CHEMBL2402765,CHEMBL205
